B_string_raw,B_string,string_similarity,Best_A_strings_raw,Best_A_strings,Best_A_Brand,Best_A_Type,Best_A_Formula,,
"Kikir daiwa 4"" gagang",kikirdaiwa4gagang,23.53%,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA,17,
Konci besi beton 8+10,koncibesibeton810,23.53%,COCKHEAD 15-15-15,cockhead151515,DGW/Hextar,Majemuk,15-15-15,17,
"Pahat beton 8"" cml kcl",pahatbeton8cmlkcl,23.53%,Petro-CAS,petrocas,PIHC,Mikro,NA,17,
Piber galvalum 55cm,pibergalvalum55cm,23.53%,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA,17,
Philips sitrang 5wt,philipssitrang5wt,23.53%,Nitralite,nitralite,PIHC,Nitrogen,NA,17,
Philips sitrang 8wt,philipssitrang8wt,23.53%,Nitralite,nitralite,PIHC,Nitrogen,NA,17,
Tungku kompor rinai,tungkukomporrinai,23.53%,Urea Pusri,ureapusri,PIHC,Urea,NA,17,
AMMATE DUPONT 100 ML,ammatedupont100ml,23.53%,MerokeMAP 12-61-0,merokemap12610,Mutiara,Majemuk,12-61-0,17,
APPLAUD BUBUK 400 GR,applaudbubuk400gr,23.53%,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA,17,
CONFIDOR BUBUK 25 GR,confidorbubuk25gr,23.53%,Nitroplus (ZA),nitroplusza,Tawon,ZA,NA,17,
Sidacin1 50 WP 500 GR,sidacin150wp500gr,23.53%,NPK PIM 15-15-15,npkpim151515,PIHC,Majemuk,15-15-15,17,
Sidasat1 75 SP 500 GR,sidasat175sp500gr,23.53%,Pelangi 15-15-15,pelangi151515,PIHC,Majemuk,15-15-15,17,
Dithane M-45 200 gram,dithanem45200gram,23.53%,Pelangi 20-10-18,pelangi201018,PIHC,Majemuk,20-10-18,17,
Benih Timun Model 21,benihtimunmodel21,23.53%,Nitralite,nitralite,PIHC,Nitrogen,NA,17,
Benih Cabe Bhaskara,benihcabebhaskara,23.53%,Petro-CAS,petrocas,PIHC,Mikro,NA,17,
cba herbisida 500ml,cbaherbisida500ml,23.53%,Fertikali,fertikali,Pak Tani,Kalium,NA,17,
Serendy 28 wp @25gram,serendy28wp25gram,23.53%,Urea Petro,ureapetro,PIHC,Urea,NA,17,
Sidacin1 50WP 500GR,sidacin150wp500gr,23.53%,NPK PIM 15-15-15,npkpim151515,PIHC,Majemuk,15-15-15,17,
Sidajos 430EC 100ml,sidajos430ec100ml,23.53%,Pelangi 20-10-18,pelangi201018,PIHC,Majemuk,20-10-18,17,
Sidasat1 75SP 500 GR,sidasat175sp500gr,23.53%,Pelangi 15-15-15,pelangi151515,PIHC,Majemuk,15-15-15,17,
Sidazinon1 10GR 1kg,sidazinon110gr1kg,23.53%,Nitroku 16-16-16,nitroku161616,PIHC,Majemuk,16-16-16,17,
Topsida1 75WP 100gr,topsida175wp100gr,23.53%,NPK PIM 15-15-15,npkpim151515,PIHC,Majemuk,15-15-15,17,
STARBAN 585 EC (400 ml),starban585ec400ml,23.53%,Urea Nitrea,ureanitrea,PIHC,Urea,NA,17,
BISI 321 SIMETAL 1KG,bisi321simetal1kg,23.53%,SP-36 Petro,sp36petro,PIHC,Fosfat,NA,17,
Leili2000 DGW 250ml,leili2000dgw250ml,23.53%,Pelangi 20-10-18,pelangi201018,PIHC,Majemuk,20-10-18,17,
Kaca 3mm 30cm x 150cm,kaca3mm30cmx150cm,23.53%,Pelangi 20-10-18,pelangi201018,PIHC,Majemuk,20-10-18,17,
Sidasat2 75SP 500GR,sidasat275sp500gr,23.53%,DGW TSP,dgwtsp,DGW/Hextar,Fosfat,NA,17,
Kangkung Indo Benih,kangkungindobenih,23.53%,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA,17,
Bion-M 1/48 WP 500 gram,bionm148wp500gram,23.53%,Borat,borat,Mahkota,Mikro,NA,17,
Cymbush 50 EC 100 mll,cymbush50ec100mll,23.53%,Mestical,mestical,LaoYing,Nitrogen,NA,17,
Avidor 25 WP 100 gram,avidor25wp100gram,23.53%,Nitroplus (ZA),nitroplusza,Tawon,ZA,NA,17,
Winder 25 WP 250 gram,winder25wp250gram,23.53%,Nitroplus (ZA),nitroplusza,Tawon,ZA,NA,17,
Hamasid 25 EC 100 mll,hamasid25ec100mll,23.53%,Pelangi 20-10-18,pelangi201018,PIHC,Majemuk,20-10-18,17,
Raydock 28 EC 100 mll,raydock28ec100mll,23.53%,MerokeMOP,merokemop,Mutiara,Kalium,NA,17,
Bemdas 60 WP 100 gram,bemdas60wp100gram,23.53%,Pelangi 20-10-18,pelangi201018,PIHC,Majemuk,20-10-18,17,
Benih Timun Bandana,benihtimunbandana,23.53%,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA,17,
Fungisida mankozeb,fungisidamankozeb,23.53%,Urea Nitrea,ureanitrea,PIHC,Urea,NA,17,
jagung giljng besar,jagunggiljngbesar,23.53%,Urea Nitrea,ureanitrea,PIHC,Urea,NA,17,
SIDABAS 500EC 100 ml,sidabas500ec100ml,23.53%,Pelangi 20-10-18,pelangi201018,PIHC,Majemuk,20-10-18,17,
Optima 15920 kujang,optima15920kujang,23.53%,NPK PIM 15-15-15,npkpim151515,PIHC,Majemuk,15-15-15,17,
DEMOLISH 18 EC - 100 ml,demolish18ec100ml,23.53%,Petro BioFertil,petrobiofertil,PIHC,Organik,NA,17,
"Regent Sampo - 1,6 gram",regentsampo16gram,23.53%,Urea Petro,ureapetro,PIHC,Urea,NA,17,
Topsin M 500SC 500ml,topsinm500sc500ml,23.53%,HX-MKP 0-50-35,hxmkp05035,DGW/Hextar,Majemuk,0-50-35,17,
Kangkung Horti BISI,kangkunghortibisi,23.53%,Mahkota ZA,mahkotaza,Mahkota,ZA,NA,17,
Kangkung Savana 1kg,kangkungsavana1kg,23.53%,Mahkota ZA,mahkotaza,Mahkota,ZA,NA,17,
kno3 putih prill 2 kg,kno3putihprill2kg,23.53%,Urea Pusri,ureapusri,PIHC,Urea,NA,17,
SHOW RED MERAH 500 ML,showredmerah500ml,23.53%,Urea PIM,ureapim,PIHC,Urea,NA,17,
oyong azura 75 butir,oyongazura75butir,23.53%,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA,17,
inpari 45 dirgahayu,inpari45dirgahayu,23.53%,Urea Nitrea,ureanitrea,PIHC,Urea,NA,17,
Bibit Lobak Kemasan,bibitlobakkemasan,23.53%,Petro-CAS,petrocas,PIHC,Mikro,NA,17,
ketan grendel jumbo,ketangrendeljumbo,23.53%,Urea Petro,ureapetro,PIHC,Urea,NA,17,
Mipcinta 50WP @100gr,mipcinta50wp100gr,23.53%,Pelangi 20-10-18,pelangi201018,PIHC,Majemuk,20-10-18,17,
Baycarb 500 EC @500ml,baycarb500ec500ml,23.53%,YaraVera,yaravera,Yara,Urea,NA,17,
Indamin 865 SL 200ml,indamin865sl200ml,23.53%,Pelangi 20-10-18,pelangi201018,PIHC,Majemuk,20-10-18,17,
BIBIT CABE BALADO 69,bibitcabebalado69,23.53%,Nitralite,nitralite,PIHC,Nitrogen,NA,17,
BIBIT PARIA COMODOR,bibitpariacomodor,23.53%,Nitralite,nitralite,PIHC,Nitrogen,NA,17,
BIBIT COMODOR PARIA,bibitcomodorparia,23.53%,Nitralite,nitralite,PIHC,Nitrogen,NA,17,
Tangki Elektrik CBA,tangkielektrikcba,23.53%,Urea Nitrea,ureanitrea,PIHC,Urea,NA,17,
Bedak Cussons 500gr,bedakcussons500gr,23.53%,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8,17,
Frisian Baby 1    800gr,frisianbaby1800gr,23.53%,Pelangi 20-10-18,pelangi201018,PIHC,Majemuk,20-10-18,17,
Baju ilham pendek 3b+,bajuilhampendek3b,23.53%,Urea Petro,ureapetro,PIHC,Urea,NA,17,
Benih Padi Mikongga,benihpadimikongga,23.53%,Nitralite,nitralite,PIHC,Nitrogen,NA,17,
Folicur 430 SC @240 ml,folicur430sc240ml,23.53%,ULTRADAP 12-60-0,ultradap12600,Pak Tani,Majemuk,12-60-0,17,
Topdor 10 Wp @ 100 Gram,topdor10wp100gram,23.53%,Phosgro,phosgro,Pak Tani,Fosfat,NA,17,
Daimex 80 Wp @ 250 Gram,daimex80wp250gram,23.53%,HX-MKP 0-50-35,hxmkp05035,DGW/Hextar,Majemuk,0-50-35,17,
bibit kacang parade,bibitkacangparade,23.53%,Nitralite,nitralite,PIHC,Nitrogen,NA,17,
RICEBAC 400sc 200ml,ricebac400sc200ml,23.53%,Pelangi 20-10-18,pelangi201018,PIHC,Majemuk,20-10-18,17,
LAMPU LED VATALUX 5W,lampuledvatalux5w,23.53%,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA,17,
LAMPU LED VATALUX 9W,lampuledvatalux9w,23.53%,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA,17,
GLASBOX MULIA OCEAN,glasboxmuliaocean,23.53%,Mahkota ZA,mahkotaza,Mahkota,ZA,NA,17,
TERPAL RHINO A5 3x4M,terpalrhinoa53x4m,23.53%,Urea PIM,ureapim,PIHC,Urea,NA,17,
Dithane M- 45 500 gram,dithanem45500gram,23.53%,ULTRADAP 12-60-0,ultradap12600,Pak Tani,Majemuk,12-60-0,17,
Bangkok LP-1 Cap Panah Merah Kangkung 1 kg,bangkoklp1cappanahmerahkangkung1kg,23.53%,Kapur Pertanian Kebomas,kapurpertaniankebomas,PIHC,Mikro,NA,34,
Nordox 56 Wp @ 100 Gram,nordox56wp100gram,23.53%,MerokeMAP 12-61-0,merokemap12610,Mutiara,Majemuk,12-61-0,17,
Benih jagung NK sumo,benihjagungnksumo,23.53%,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA,17,
Ventra 75 Wp @ 500 Gram,ventra75wp500gram,23.53%,Petro-CAS,petrocas,PIHC,Mikro,NA,17,
Nativo 75 Wg @ 12.5 Gram,nativo75wg125gram,23.53%,NPK PIM 15-15-15,npkpim151515,PIHC,Majemuk,15-15-15,17,
Demolish 18 Ec @ 100 ml,demolish18ec100ml,23.53%,Petro BioFertil,petrobiofertil,PIHC,Organik,NA,17,
bibit kacang kanton,bibitkacangkanton,23.53%,Nitralite,nitralite,PIHC,Nitrogen,NA,17,
Tiodor 30 Wp @ 100 Gram,tiodor30wp100gram,23.53%,Nitroplus (ZA),nitroplusza,Tawon,ZA,NA,17,
KNO3 Dgw Cristal 2kg,kno3dgwcristal2kg,23.53%,Nitralite,nitralite,PIHC,Nitrogen,NA,17,
benih padi byasa 5kg,benihpadibyasa5kg,23.53%,Nitralite,nitralite,PIHC,Nitrogen,NA,17,
Tangki semprot 5ltr,tangkisemprot5ltr,23.53%,Nitralite,nitralite,PIHC,Nitrogen,NA,17,
DIAZINON granul 1 Kg,diazinongranul1kg,23.53%,Nitralite,nitralite,PIHC,Nitrogen,NA,17,
benih ppkj ciherang,benihppkjciherang,23.53%,Nitralite,nitralite,PIHC,Nitrogen,NA,17,
Bibit Jagung golden,bibitjagunggolden,23.53%,Nitralite,nitralite,PIHC,Nitrogen,NA,17,
daun buah priil 20 kg,daunbuahpriil20kg,23.53%,Urea PIM,ureapim,PIHC,Urea,NA,17,
Confidor 5 WP 100grm,confidor5wp100grm,23.53%,Nitroku 16-16-16,nitroku161616,PIHC,Majemuk,16-16-16,17,
Daconil 75 WP 500grm,daconil75wp500grm,23.53%,ZA Plus Petro,zapluspetro,PIHC,ZA,NA,17,
Daconil 75 WP 100grm,daconil75wp100grm,23.53%,ZA Plus Petro,zapluspetro,PIHC,ZA,NA,17,
Trendy 20 Wg @ 250 Gram,trendy20wg250gram,23.53%,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA,17,
noxone mix 308 sl 1 lt,noxonemix308sl1lt,23.53%,Pelangi 20-10-18,pelangi201018,PIHC,Majemuk,20-10-18,17,
Benih padi impari 32,benihpadiimpari32,23.53%,Nitralite,nitralite,PIHC,Nitrogen,NA,17,
PUNGISIDA INDOMORT,pungisidaindomort,23.53%,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA,17,
Sidabas 500 EC 100ml,sidabas500ec100ml,23.53%,Pelangi 20-10-18,pelangi201018,PIHC,Majemuk,20-10-18,17,
Sidazeb 80 WP 500grm,sidazeb80wp500grm,23.53%,HX-DAP 18-46-0,hxdap18460,DGW/Hextar,Majemuk,18-46-0,17,
Dithane M-45 200gram,dithanem45200gram,23.53%,Pelangi 20-10-18,pelangi201018,PIHC,Majemuk,20-10-18,17,
Topsin M 500SC @200ml,topsinm500sc200ml,23.53%,ENTEC 20-10-10,entec201010,BASF,Majemuk,20-10-10,17,
Sumilex 50wp 100grm,sumilex50wp100grm,23.53%,Urea Petro,ureapetro,PIHC,Urea,NA,17,
Ally 20 WG (10x20x5gr),ally20wg10x20x5gr,23.53%,Pelangi 20-10-18,pelangi201018,PIHC,Majemuk,20-10-18,17,
benih cabe baja mc f1,benihcabebajamcf1,23.53%,Borate Evermax,borateevermax,LaoYing,Mikro,NA,17,
Trigard 75 WP   25 gram,trigard75wp25gram,23.53%,Urea Petro,ureapetro,PIHC,Urea,NA,17,
Trigard 75 WP   50 gram,trigard75wp50gram,23.53%,Urea Petro,ureapetro,PIHC,Urea,NA,17,
"NATIVO 75 WG   12,5 gram",nativo75wg125gram,23.53%,NPK PIM 15-15-15,npkpim151515,PIHC,Majemuk,15-15-15,17,
Baycarb 500 EC   500 ml,baycarb500ec500ml,23.53%,YaraVera,yaravera,Yara,Urea,NA,17,
IMUNIT 75/75 SC   100 ml,imunit7575sc100ml,23.53%,NPK PIM 15-15-15,npkpim151515,PIHC,Majemuk,15-15-15,17,
TORNADO 250 EC   250 ml,tornado250ec250ml,23.53%,ULTRADAP 12-60-0,ultradap12600,Pak Tani,Majemuk,12-60-0,17,
rovral 50 WP   100 gram,rovral50wp100gram,23.53%,ULTRADAP 12-60-0,ultradap12600,Pak Tani,Majemuk,12-60-0,17,
TRIVIA 73 WP   200 gram,trivia73wp200gram,23.53%,Urea Petro,ureapetro,PIHC,Urea,NA,17,
Folicur 25 WP  50 gram,folicur25wp50gram,23.53%,Urea Petro,ureapetro,PIHC,Urea,NA,17,
GEMPAR 50 SP  250 gram,gempar50sp250gram,23.53%,ZA Plus Petro,zapluspetro,PIHC,ZA,NA,17,
GEMPAR 50 SP  100 gram,gempar50sp100gram,23.53%,ZA Plus Petro,zapluspetro,PIHC,ZA,NA,17,
Gandewa 550sc (500ml),gandewa550sc500ml,23.53%,Mahkota 15-15-6-4,mahkota151564,Mahkota,Majemuk,15-15-6,17,
Calaris 550 SC  500 ml,calaris550sc500ml,23.53%,Pelangi 15-15-15,pelangi151515,PIHC,Majemuk,15-15-15,17,
Calaris 550 SC 250 ml,calaris550sc250ml,23.53%,Pelangi 15-15-15,pelangi151515,PIHC,Majemuk,15-15-15,17,
DITHANE M-45 80WP (1KG),dithanem4580wp1kg,23.53%,Pelangi 15-15-15,pelangi151515,PIHC,Majemuk,15-15-15,17,
AVIDOR 25WP (100GRAM),avidor25wp100gram,23.53%,Nitroplus (ZA),nitroplusza,Tawon,ZA,NA,17,
FILIMAX 650SC (100ML),filimax650sc100ml,23.53%,Pelangi 20-10-18,pelangi201018,PIHC,Majemuk,20-10-18,17,
SIDAJOS 430EC (100ML),sidajos430ec100ml,23.53%,Pelangi 20-10-18,pelangi201018,PIHC,Majemuk,20-10-18,17,
NORDOX 56WP (100GRAM),nordox56wp100gram,23.53%,MerokeMAP 12-61-0,merokemap12610,Mutiara,Majemuk,12-61-0,17,
BION M 1/46WP (500GRAM),bionm146wp500gram,23.53%,Borat,borat,Mahkota,Mikro,NA,17,
STARBAN 525EC (400ML),starban525ec400ml,23.53%,Urea Nitrea,ureanitrea,PIHC,Urea,NA,17,
SERENDY 28 WP 25 gram,serendy28wp25gram,23.53%,Urea Petro,ureapetro,PIHC,Urea,NA,17,
MIPCINTA 50 WP 100 gr,mipcinta50wp100gr,23.53%,Pelangi 20-10-18,pelangi201018,PIHC,Majemuk,20-10-18,17,
tiga bintang anakan,tigabintanganakan,23.53%,Urea Nitrea,ureanitrea,PIHC,Urea,NA,17,
"GIBERLIN MURNI,60ml",giberlinmurni60ml,23.53%,Petro BioFertil,petrobiofertil,PIHC,Organik,NA,17,
"WISATOX6GR,E50 GRAM",wisatox6gre50gram,23.53%,Urea Nitrea,ureanitrea,PIHC,Urea,NA,17,
DANGKE 40 WP  100 gram,dangke40wp100gram,23.53%,Pelangi 20-10-18,pelangi201018,PIHC,Majemuk,20-10-18,17,
DANGKE 40 WP  250 gram,dangke40wp250gram,23.53%,MerokeMKP 0-52-34,merokemkp05234,Mutiara,Majemuk,0-52-34,17,
ORO-SOIL ULTRA 500 ML,orosoilultra500ml,23.53%,Urea Nitrea,ureanitrea,PIHC,Urea,NA,17,
KCL Cair Extra 500 ml,kclcairextra500ml,23.53%,Urea Petro,ureapetro,PIHC,Urea,NA,17,
Oyod Jembrong 250ml,oyodjembrong250ml,23.53%,EMCOTE 20-6-14,emcote20614,LaoYing,Majemuk,20-6-14,17,
KCL cair super 500ml,kclcairsuper500ml,23.53%,RP Peru,rpperu,Mahkota,Fosfat,NA,17,
Kayabas 555 SC 250 ml,kayabas555sc250ml,23.53%,Mahkota 15-15-15,mahkota151515,Mahkota,Majemuk,15-15-15,17,
Oyod Jembrong 100 ml,oyodjembrong100ml,23.53%,MerokeMAP 12-61-0,merokemap12610,Mutiara,Majemuk,12-61-0,17,
KNO³ Putih PN pril 2Kg,knoputihpnpril2kg,23.53%,Urea Pusri,ureapusri,PIHC,Urea,NA,17,
"DEMOLISH18EC, 100ML",demolish18ec100ml,23.53%,Petro BioFertil,petrobiofertil,PIHC,Organik,NA,17,
pasir kucing cat liter lemon premium 10L,pasirkucingcatliterlemonpremium10l,23.53%,Pelangi Agro 20-10-10,pelangiagro201010,PIHC,Majemuk,20-10-10,34,
Tangki Elektrik 16 L,tangkielektrik16l,23.53%,Nitralite,nitralite,PIHC,Nitrogen,NA,17,
ridomild gold 250gr,ridomildgold250gr,23.53%,GOLD DGW 16-10-18,golddgw161018,DGW/Hextar,Majemuk,16-10-18,17,
FORSA 550/60 EC 100 ml,forsa55060ec100ml,23.53%,Pelangi 20-10-18,pelangi201018,PIHC,Majemuk,20-10-18,17,
Bhakti timun kujang,bhaktitimunkujang,23.53%,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA,17,
Biophone 10PA 500ml,biophone10pa500ml,23.53%,MerokeMKP 0-52-34,merokemkp05234,Mutiara,Majemuk,0-52-34,17,
topsin bubuk 500 gr,topsinbubuk500gr,23.53%,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8,16,
Hamador 25 EC 100 mll,hamador25ec100mll,23.53%,Pelangi 20-10-18,pelangi201018,PIHC,Majemuk,20-10-18,17,
"engsel pintu 4"" (bagus)",engselpintu4bagus,23.53%,Urea Nitrea,ureanitrea,PIHC,Urea,NA,17,
klep bawah PVC ½ bagus,klepbawahpvcbagus,23.53%,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA,17,
klep bawah PVC ¾ bagus,klepbawahpvcbagus,23.53%,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA,17,
kawat las 260 (pak 5kg),kawatlas260pak5kg,23.53%,ZA Plus Petro,zapluspetro,PIHC,ZA,NA,17,
lampu LED sedang 18w,lampuledsedang18w,23.53%,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA,17,
saklar tembok biasa,saklartembokbiasa,23.53%,ZA Plus Petro,zapluspetro,PIHC,ZA,NA,17,
Starban 585 EC 400ml,starban585ec400ml,23.53%,Urea Nitrea,ureanitrea,PIHC,Urea,NA,17,
Avidor 25WP - 100 gram,avidor25wp100gram,23.53%,Nitroplus (ZA),nitroplusza,Tawon,ZA,NA,17,
Amandy 870 SL 400 mil,amandy870sl400mil,23.53%,CANTIK CALCINIT,cantikcalcinit,BASF,Nitrogen,NA,17,
Kayabas 555 SC @500 mL,kayabas555sc500ml,23.53%,Mahkota 15-15-15,mahkota151515,Mahkota,Majemuk,15-15-15,17,
bibit kangkung bika,bibitkangkungbika,23.53%,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA,17,
Tangki elektrik 16 L,tangkielektrik16l,23.53%,Nitralite,nitralite,PIHC,Nitrogen,NA,17,
Timba bawang Sedang,timbabawangsedang,23.53%,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA,17,
Dji Sam Soe Kretek 12,djisamsoekretek12,23.53%,Phosgreen,phosgreen,PIHC,Fosfat,NA,17,
Rell pintu belmondo,rellpintubelmondo,23.53%,Urea Petro,ureapetro,PIHC,Urea,NA,17,
kangkung serimpi Sp,kangkungserimpisp,23.53%,Urea PIM,ureapim,PIHC,Urea,NA,17,
Sintas90 Cuka Karet,sintas90cukakaret,23.53%,Nitralite,nitralite,PIHC,Nitrogen,NA,17,
Folicur Bubuk 250gr,folicurbubuk250gr,23.53%,ULTRADAP 12-60-0,ultradap12600,Pak Tani,Majemuk,12-60-0,17,
"cabrio top 60 wg,500 g",cabriotop60wg500g,23.53%,Mahkota 15-15-6-4,mahkota151564,Mahkota,Majemuk,15-15-6,17,
Padi Ciherang Pamdo,padiciherangpamdo,23.53%,Urea Petro,ureapetro,PIHC,Urea,NA,17,
Pari Sunggal Janger,parisunggaljanger,23.53%,Nitralite,nitralite,PIHC,Nitrogen,NA,17,
Toxiput 5GR 250gram,toxiput5gr250gram,23.53%,Petro-CAS,petrocas,PIHC,Mikro,NA,17,
lampu LED sedang 15w,lampuledsedang15w,23.53%,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA,17,
Fujiwan 400EC 500ml,fujiwan400ec500ml,23.53%,Urea Nitrea,ureanitrea,PIHC,Urea,NA,17,
Fujiwan 400EC 250ml,fujiwan400ec250ml,23.53%,Urea Nitrea,ureanitrea,PIHC,Urea,NA,17,
Dangke 40WP 250gram,dangke40wp250gram,23.53%,MerokeMKP 0-52-34,merokemkp05234,Mutiara,Majemuk,0-52-34,17,
TOPSIN. M 500 SC@500 ml,topsinm500sc500ml,23.53%,HX-MKP 0-50-35,hxmkp05035,DGW/Hextar,Majemuk,0-50-35,17,
BORNEO UP 500 SL 4 LTR,borneoup500sl4ltr,23.53%,Urea Petro,ureapetro,PIHC,Urea,NA,17,
Kangkung bika 500gr,kangkungbika500gr,23.53%,NPK PIM 15-15-15,npkpim151515,PIHC,Majemuk,15-15-15,17,
Pisau eka dewi kecil,pisauekadewikecil,23.53%,Nitralite,nitralite,PIHC,Nitrogen,NA,17,
Avidor 25WP 100gram,avidor25wp100gram,23.53%,Nitroplus (ZA),nitroplusza,Tawon,ZA,NA,17,
timun mangala @5gram,timunmangala5gram,23.53%,Urea Nitrea,ureanitrea,PIHC,Urea,NA,17,
Nordox 56WP 500gram,nordox56wp500gram,23.53%,MerokeMKP 0-52-34,merokemkp05234,Mutiara,Majemuk,0-52-34,17,
Kubis Polaris 100gr,kubispolaris100gr,23.53%,Urea Pusri,ureapusri,PIHC,Urea,NA,17,
Sidapyr 325EC 250ml,sidapyr325ec250ml,23.53%,SP-36 Petro,sp36petro,PIHC,Fosfat,NA,17,
"Dekamon 22,43L 500ml",dekamon2243l500ml,23.53%,Pelangi 15-15-15,pelangi151515,PIHC,Majemuk,15-15-15,17,
Bion M 1/48WP 500gram,bionm148wp500gram,23.53%,Borat,borat,Mahkota,Mikro,NA,17,
Kayabas 555SC 500ml,kayabas555sc500ml,23.53%,Mahkota 15-15-15,mahkota151515,Mahkota,Majemuk,15-15-15,17,
Kayabas 555SC 250ml,kayabas555sc250ml,23.53%,Mahkota 15-15-15,mahkota151515,Mahkota,Majemuk,15-15-15,17,
KNO 3 DGW Crystal 2kg,kno3dgwcrystal2kg,23.53%,Nitralite,nitralite,PIHC,Nitrogen,NA,17,
dimocel 1 l (dimehipo),dimocel1ldimehipo,23.53%,Nitralite,nitralite,PIHC,Nitrogen,NA,17,
KNO3 DGW CRYSTAL 2KG,kno3dgwcrystal2kg,23.53%,Nitralite,nitralite,PIHC,Nitrogen,NA,17,
BOLA KRINCING CHIRO,bolakrincingchiro,23.53%,Pelangi 16-16-16,pelangi161616,PIHC,Majemuk,16-16-16,17,
dangke 100g (metomil),dangke100gmetomil,23.53%,MerokeMOP,merokemop,Mutiara,Kalium,NA,17,
kno3 crystal 2kg dgw,kno3crystal2kgdgw,23.53%,Nitralite,nitralite,PIHC,Nitrogen,NA,17,
Starane 290EC - 500 ml,starane290ec500ml,23.53%,Pelangi 20-10-18,pelangi201018,PIHC,Majemuk,20-10-18,17,
BioCron 500 EC - 100 ml,biocron500ec100ml,23.53%,Petro BioFertil,petrobiofertil,PIHC,Organik,NA,17,
SANKILL 530 EC - 100 ML,sankill530ec100ml,23.53%,Pelangi 20-10-18,pelangi201018,PIHC,Majemuk,20-10-18,17,
SIDABAS 500 EC - 100 ML,sidabas500ec100ml,23.53%,Pelangi 20-10-18,pelangi201018,PIHC,Majemuk,20-10-18,17,
TRISULA 450 SL - 100 ML,trisula450sl100ml,23.53%,Pelangi 20-10-18,pelangi201018,PIHC,Majemuk,20-10-18,17,
TRISULA 450 SL - 200 ml,trisula450sl200ml,23.53%,Pelangi 20-10-18,pelangi201018,PIHC,Majemuk,20-10-18,17,
Prima-Cel 18 EC - 100 ml,primacel18ec100ml,23.53%,Pelangi 16-16-16,pelangi161616,PIHC,Majemuk,16-16-16,17,
TOPSIN M 500 SC - 100 ML,topsinm500sc100ml,23.53%,Pelangi 20-10-18,pelangi201018,PIHC,Majemuk,20-10-18,17,
Fujiwan 400EC 100ml,fujiwan400ec100ml,23.53%,Urea Nitrea,ureanitrea,PIHC,Urea,NA,17,
big bos D B XL 300gram,bigbosdbxl300gram,23.53%,Borat,borat,Mahkota,Mikro,NA,17,
Winder serbuk 100 gr,winderserbuk100gr,23.53%,MerokeROCK,merokerock,Mutiara,Fosfat,NA,17,
sambungan dinamo R2,sambungandinamor2,23.53%,Urea PIM,ureapim,PIHC,Urea,NA,17,
Benih jagung Exotic,benihjagungexotic,23.53%,Nitralite,nitralite,PIHC,Nitrogen,NA,17,
MALINDOO 8202-GIANT,malindoo8202giant,23.53%,Pelangi 20-10-18,pelangi201018,PIHC,Majemuk,20-10-18,17,
jagung japati super,jagungjapatisuper,23.53%,Urea Petro,ureapetro,PIHC,Urea,NA,17,
Jaring Burung kecil,jaringburungkecil,23.53%,Brucite,brucite,BASF,Mg,NA,17,
tali tambang pth 7mm,talitambangpth7mm,23.53%,Nitralite,nitralite,PIHC,Nitrogen,NA,17,
GEMPUR 480SL @ 4 x 5 Ltr,gempur480sl4x5ltr,23.53%,EMCOTE 20-6-14,emcote20614,LaoYing,Majemuk,20-6-14,17,
JUMP UP 555SL @ 4 x 5 Ltr,jumpup555sl4x5ltr,23.53%,HX-MKP 0-50-35,hxmkp05035,DGW/Hextar,Majemuk,0-50-35,17,
PRIMA UP 480SL @ 20 Ltr,primaup480sl20ltr,23.53%,Urea Petro,ureapetro,PIHC,Urea,NA,17,
bibit bonteng semi f,bibitbontengsemif,23.53%,Nitroplus (ZA),nitroplusza,Tawon,ZA,NA,17,
ROUNDUP 486SL @ 20 Ltr,roundup486sl20ltr,23.53%,RP Mesir,rpmesir,Mahkota,Fosfat,NA,17,
sabun lifeboy kecil,sabunlifeboykecil,23.53%,Petro BioFertil,petrobiofertil,PIHC,Organik,NA,17,
Dangke 40 Sp @ 100 gram,dangke40sp100gram,23.53%,ZA Plus Petro,zapluspetro,PIHC,ZA,NA,17,
bibit cimalaya muncul bintang tani,bibitcimalayamunculbintangtani,23.33%,Mahkota MOP (KCL Canada),mahkotamopkclcanada,Mahkota,Kalium,NA,30,
